run,year,county,pollutant,sourcetype,regclass,fueltype,roadtype,emission,vmt
1,2023,36109,91,43,47,1,4,0.06262995302677155,4.524590015411377
1,2023,36109,91,43,46,1,4,4.231159687042236,295.06500244140625
1,2023,36109,91,43,42,1,4,9.589539527893066,662.0419921875
1,2023,36109,91,43,41,1,4,0.0106625622138381,1.0615700483322144
1,2023,36109,91,42,47,1,4,0.024726178497076035,1.436400055885315
1,2023,36109,91,42,46,1,4,0.12471471726894379,7.646550178527832
1,2023,36109,91,42,42,1,4,178.96966552734375,9026.169921875
1,2023,36109,91,41,47,1,4,0.07300020754337311,4.020309925079346
1,2023,36109,91,41,46,1,4,0.33693569898605347,19.505199432373047
1,2023,36109,91,41,42,1,4,438.7577819824219,21684.19921875
1,2023,36109,91,32,41,1,4,2787.833251953125,345581
1,2023,36109,91,32,30,1,4,11951.6884765625,2807100
1,2023,36109,91,31,41,1,4,2292.1630859375,313200
1,2023,36109,91,31,30,1,4,102109.28125,22293200
1,2023,36109,91,21,20,1,4,77630.484375,22752700
1,2023,36109,91,11,10,1,4,1521.521240234375,288291
1,2023,36109,91,32,30,5,3,283.94512939453125,63028.19921875
1,2023,36109,91,31,30,5,3,2269.377197265625,504891
1,2023,36109,91,21,20,5,3,304.8094482421875,87187.5
1,2023,36109,91,61,47,3,3,4623.10107421875,217009
1,2023,36109,91,54,47,3,3,0.038383085280656815,1.8062399625778198
1,2023,36109,91,53,47,3,3,205.99476623535156,12216.7001953125
1,2023,36109,91,52,47,3,3,3201.129150390625,179811
1,2023,36109,91,51,47,3,3,598.14935302734375,28338.69921875
1,2023,36109,91,43,47,3,3,167.8963165283203,9657.8896484375
1,2023,36109,91,42,48,3,3,566.68182373046875,27116.80078125
1,2023,36109,91,41,47,3,3,1812.065185546875,84744.1015625
1,2023,36109,91,62,49,2,3,14139.53515625,673634
1,2023,36109,91,62,47,2,3,386207.96875,18933800
1,2023,36109,91,62,46,2,3,227.34434509277344,10543.7001953125
1,2023,36109,91,61,49,2,3,4978.39990234375,241648
1,2023,36109,91,61,47,2,3,102448.6015625,5168750
1,2023,36109,91,61,46,2,3,26455.943359375,1370290
1,2023,36109,91,54,47,2,3,1598.9105224609375,96644.296875
1,2023,36109,91,54,46,2,3,2201.46630859375,157219
1,2023,36109,91,54,42,2,3,93.06047058105469,7612.66015625
1,2023,36109,91,53,47,2,3,2593.08544921875,179437
1,2023,36109,91,53,46,2,3,2855.175537109375,231574
1,2023,36109,91,53,42,2,3,1470.2064208984375,164202
1,2023,36109,91,53,41,2,3,2829.97314453125,340669
1,2023,36109,91,52,47,2,3,41719.96875,2695350
1,2023,36109,91,52,46,2,3,45451.80859375,3482230
1,2023,36109,91,52,42,2,3,24107.822265625,2518700
1,2023,36109,91,52,41,2,3,45142.91796875,5109370
1,2023,36109,91,51,47,2,3,2188.917236328125,111753
1,2023,36109,91,51,46,2,3,560.9693603515625,29476.900390625
1,2023,36109,91,51,42,2,3,0.8136431574821472,54.51449966430664
1,2023,36109,91,43,47,2,3,564.93975830078125,37848.30078125
1,2023,36109,91,43,46,2,3,10006.7685546875,705264
1,2023,36109,91,43,42,2,3,152.85635375976563,11924.900390625
1,2023,36109,91,43,41,2,3,2.414933681488037,196.7429962158203
1,2023,36109,91,42,48,2,3,5596.5849609375,298128
1,2023,36109,91,42,46,2,3,303.10052490234375,16423.69921875
1,2023,36109,91,42,42,2,3,357.0625915527344,21318.599609375
1,2023,36109,91,41,47,2,3,17927.76953125,938802
1,2023,36109,91,41,46,2,3,997.28369140625,53184.80078125
1,2023,36109,91,41,42,2,3,1176.1842041015625,69844.703125
1,2023,36109,91,32,41,2,3,6651.798828125,975771
1,2023,36109,91,32,30,2,3,679.17254638671875,157964
1,2023,36109,91,31,41,2,3,39339.2421875,6236850
1,2023,36109,91,31,30,2,3,12599.0478515625,3137320
1,2023,36109,91,21,20,2,3,3573.73486328125,1021320
1,2023,36109,91,61,47,1,3,0.26120132207870483,12.776900291442871
1,2023,36109,91,61,46,1,3,0.6090663075447083,32.87419891357422
1,2023,36109,91,54,47,1,3,26.928621292114258,1300.050048828125
1,2023,36109,91,54,46,1,3,3140.620361328125,203128
1,2023,36109,91,54,42,1,3,2414.781982421875,204906
1,2023,36109,91,53,47,1,3,174.81065368652344,9347.2197265625
1,2023,36109,91,53,46,1,3,325.3363037109375,22459.599609375
1,2023,36109,91,53,42,1,3,1135.9208984375,97604.3984375
1,2023,36109,91,53,41,1,3,1292.7940673828125,120852
1,2023,36109,91,52,47,1,3,2738.11083984375,137505
1,2023,36109,91,52,46,1,3,5075.41796875,331014
1,2023,36109,91,52,42,1,3,17686.552734375,1456680
1,2023,36109,91,52,41,1,3,20075.240234375,1815170
1,2023,36109,91,51,47,1,3,0.19955624639987946,10.49590015411377
1,2023,36109,91,51,46,1,3,1.5092281103134155,75.3124008178711
1,2023,36109,91,51,42,1,3,8.091466903686523,601.01397705078125
1,2023,36109,91,51,41,1,3,0.24900102615356445,19.440099716186523
1,2023,36109,91,43,47,1,3,0.7208082675933838,48.883399963378906
1,2023,36109,91,43,46,1,3,47.77680587768555,3187.8701171875
1,2023,36109,91,43,42,1,3,106.05125427246094,7152.66015625
1,2023,36109,91,43,41,1,3,0.11820226907730103,11.469200134277344
1,2023,36109,91,42,47,1,3,0.17345526814460754,9.721540451049805
1,2023,36109,91,42,46,1,3,0.8584284782409668,51.75170135498047
1,2023,36109,91,42,42,1,3,1202.1636962890625,61089
1,2023,36109,91,41,47,1,3,0.6201870441436768,33.61520004272461
1,2023,36109,91,41,46,1,3,2.829139232635498,163.08999633789063
1,2023,36109,91,41,42,1,3,3572.341552734375,181309
1,2023,36109,91,32,41,1,3,18290.40625,2160710
1,2023,36109,91,32,30,1,3,76935.921875,17551200
1,2023,36109,91,31,41,1,3,21258.966796875,2811100
1,2023,36109,91,31,30,1,3,911853.125,200090000
1,2023,36109,91,21,20,1,3,464717.5625,135276000
1,2023,36109,91,11,10,1,3,14877.7900390625,2929590
1,2023,36109,91,32,30,5,2,0,0
1,2023,36109,91,31,30,5,2,0,0
1,2023,36109,91,21,20,5,2,0,0
1,2023,36109,91,61,47,3,2,0,0
1,2023,36109,91,54,47,3,2,0,0
1,2023,36109,91,53,47,3,2,0,0
1,2023,36109,91,52,47,3,2,0,0
1,2023,36109,91,51,47,3,2,0,0
1,2023,36109,91,43,47,3,2,0,0
1,2023,36109,91,42,48,3,2,0,0
1,2023,36109,91,41,47,3,2,0,0
1,2023,36109,91,62,49,2,2,0,0
1,2023,36109,91,62,47,2,2,0,0
1,2023,36109,91,62,46,2,2,0,0
1,2023,36109,91,61,49,2,2,0,0
1,2023,36109,91,61,47,2,2,0,0
1,2023,36109,91,61,46,2,2,0,0
1,2023,36109,91,54,47,2,2,0,0
1,2023,36109,91,54,46,2,2,0,0
1,2023,36109,91,54,42,2,2,0,0
1,2023,36109,91,53,47,2,2,0,0
1,2023,36109,91,53,46,2,2,0,0
1,2023,36109,91,53,42,2,2,0,0
1,2023,36109,91,53,41,2,2,0,0
1,2023,36109,91,52,47,2,2,0,0
1,2023,36109,91,52,46,2,2,0,0
1,2023,36109,91,52,42,2,2,0,0
1,2023,36109,91,52,41,2,2,0,0
1,2023,36109,91,51,47,2,2,0,0
1,2023,36109,91,51,46,2,2,0,0
1,2023,36109,91,51,42,2,2,0,0
1,2023,36109,91,43,47,2,2,0,0
1,2023,36109,91,43,46,2,2,0,0
1,2023,36109,91,43,42,2,2,0,0
1,2023,36109,91,43,41,2,2,0,0
1,2023,36109,91,42,48,2,2,0,0
1,2023,36109,91,42,46,2,2,0,0
1,2023,36109,91,42,42,2,2,0,0
1,2023,36109,91,41,47,2,2,0,0
1,2023,36109,91,41,46,2,2,0,0
1,2023,36109,91,41,42,2,2,0,0
1,2023,36109,91,32,41,2,2,0,0
1,2023,36109,91,32,30,2,2,0,0
1,2023,36109,91,31,41,2,2,0,0
1,2023,36109,91,31,30,2,2,0,0
1,2023,36109,91,21,20,2,2,0,0
1,2023,36109,91,61,47,1,2,0,0
1,2023,36109,91,61,46,1,2,0,0
1,2023,36109,91,54,47,1,2,0,0
1,2023,36109,91,54,46,1,2,0,0
1,2023,36109,91,54,42,1,2,0,0
1,2023,36109,91,53,47,1,2,0,0
1,2023,36109,91,53,46,1,2,0,0
1,2023,36109,91,53,42,1,2,0,0
1,2023,36109,91,53,41,1,2,0,0
1,2023,36109,91,52,47,1,2,0,0
1,2023,36109,91,52,46,1,2,0,0
1,2023,36109,91,52,42,1,2,0,0
1,2023,36109,91,52,41,1,2,0,0
1,2023,36109,91,51,47,1,2,0,0
1,2023,36109,91,51,46,1,2,0,0
1,2023,36109,91,51,42,1,2,0,0
1,2023,36109,91,51,41,1,2,0,0
1,2023,36109,91,43,47,1,2,0,0
1,2023,36109,91,43,46,1,2,0,0
1,2023,36109,91,43,42,1,2,0,0
1,2023,36109,91,43,41,1,2,0,0
1,2023,36109,91,42,47,1,2,0,0
1,2023,36109,91,42,46,1,2,0,0
1,2023,36109,91,42,42,1,2,0,0
1,2023,36109,91,41,47,1,2,0,0
1,2023,36109,91,41,46,1,2,0,0
1,2023,36109,91,41,42,1,2,0,0
1,2023,36109,91,32,41,1,2,0,0
1,2023,36109,91,32,30,1,2,0,0
1,2023,36109,91,31,41,1,2,0,0
1,2023,36109,91,31,30,1,2,0,0
1,2023,36109,91,21,20,1,2,0,0
1,2023,36109,91,11,10,1,2,0,0
1,2023,36109,90,32,30,5,5,23.167715072631836,52436.19921875
1,2023,36109,90,31,30,5,5,142.43515014648438,328690
1,2023,36109,90,21,20,5,5,28.03717613220215,80295.3984375
1,2023,36109,90,61,47,3,5,121.33580780029297,70080.296875
1,2023,36109,90,54,47,3,5,0.0017585500609129667,0.8690900206565857
1,2023,36109,90,53,47,3,5,9.680155754089355,6360.68017578125
1,2023,36109,90,52,47,3,5,150.55807495117188,87907.5
1,2023,36109,90,51,47,3,5,24.94078254699707,14205.2998046875
1,2023,36109,90,43,47,3,5,8.202617645263672,5148.8701171875
1,2023,36109,90,42,48,3,5,33.327606201171875,18668.900390625
1,2023,36109,90,41,47,3,5,100.99485778808594,56990
1,2023,36109,90,62,49,2,5,395.4277038574219,190944
1,2023,36109,90,62,47,2,5,10565.267578125,5366860
1,2023,36109,90,62,46,2,5,5.913293361663818,2988.639892578125
1,2023,36109,90,61,49,2,5,159.5540313720703,78037
1,2023,36109,90,61,47,2,5,3211.330322265625,1669180
1,2023,36109,90,61,46,2,5,756.79180908203125,442518
1,2023,36109,90,54,47,2,5,87.753570556640625,46501.30078125
1,2023,36109,90,54,46,2,5,115.82975769042969,75647.5
1,2023,36109,90,54,42,2,5,4.194547653198242,3662.89990234375
1,2023,36109,90,53,47,2,5,150.61207580566406,93425.1015625
1,2023,36109,90,53,46,2,5,153.055908203125,120571
1,2023,36109,90,53,42,2,5,69.47779083251953,85492.796875
1,2023,36109,90,53,41,2,5,128.66397094726563,177371
1,2023,36109,90,52,47,2,5,2408.7373046875,1317720
1,2023,36109,90,52,46,2,5,2403.677978515625,1702420
1,2023,36109,90,52,42,2,5,1088.5543212890625,1231360
1,2023,36109,90,52,41,2,5,1935.867919921875,2497910
1,2023,36109,90,51,47,2,5,107.9115219116211,56018.30078125
1,2023,36109,90,51,46,2,5,25.888771057128906,14775.7998046875
1,2023,36109,90,51,42,2,5,0.038470663130283356,27.326400756835938
1,2023,36109,90,43,47,2,5,33.304019927978516,20177.900390625
1,2023,36109,90,43,46,2,5,558.20489501953125,375995
1,2023,36109,90,43,42,2,5,7.776342868804932,6357.4599609375
1,2023,36109,90,43,41,2,5,0.12115722894668579,104.88899993896484
1,2023,36109,90,42,48,2,5,388.50189208984375,205251
1,2023,36109,90,42,46,2,5,19.92251205444336,11307.2001953125
1,2023,36109,90,42,42,2,5,22.59286117553711,14677.099609375
1,2023,36109,90,41,47,2,5,1178.2603759765625,631340
1,2023,36109,90,41,46,2,5,61.989463806152344,35766.5
1,2023,36109,90,41,42,2,5,72.18617248535156,46970.19921875
1,2023,36109,90,32,41,2,5,565.33026123046875,811791
1,2023,36109,90,32,30,2,5,57.00150680541992,131418
1,2023,36109,90,31,41,2,5,2649.945068359375,4060260
1,2023,36109,90,31,30,2,5,816.85009765625,2042430
1,2023,36109,90,21,20,2,5,339.6827087402344,940584
1,2023,36109,90,61,47,1,5,0.008296942338347435,4.126150131225586
1,2023,36109,90,61,46,1,5,0.01815914362668991,10.616299629211426
1,2023,36109,90,54,47,1,5,1.4425946474075317,625.531005859375
1,2023,36109,90,54,46,1,5,161.75314331054688,97736.796875
1,2023,36109,90,54,42,1,5,109.2281265258789,98592.203125
1,2023,36109,90,53,47,1,5,9.83303451538086,4866.68994140625
1,2023,36109,90,53,46,1,5,17.599281311035156,11693.7001953125
1,2023,36109,90,53,42,1,5,57.02851104736328,50818.30078125
1,2023,36109,90,53,41,1,5,62.93414306640625,62922.5
1,2023,36109,90,52,47,1,5,153.09889221191406,67224.296875
1,2023,36109,90,52,46,1,5,271.90380859375,161829
1,2023,36109,90,52,42,1,5,866.76715087890625,712152
1,2023,36109,90,52,41,1,5,944.9486083984375,887415
1,2023,36109,90,51,47,1,5,0.01010778546333313,5.261250019073486
1,2023,36109,90,51,46,1,5,0.07088103890419006,37.75170135498047
1,2023,36109,90,51,42,1,5,0.37087923288345337,301.26800537109375
1,2023,36109,90,51,41,1,5,0.01128645520657301,9.74468994140625
1,2023,36109,90,43,47,1,5,0.04271908104419708,26.06100082397461
1,2023,36109,90,43,46,1,5,2.6981160640716553,1699.5400390625
1,2023,36109,90,43,42,1,5,5.608923435211182,3813.27001953125
1,2023,36109,90,43,41,1,5,0.005868870299309492,6.1145100593566895
1,2023,36109,90,42,47,1,5,0.012405520305037498,6.6929402351379395
1,2023,36109,90,42,46,1,5,0.05864780396223068,35.62919998168945
1,2023,36109,90,42,42,1,5,75.120849609375,42057.6015625
1,2023,36109,90,41,47,1,5,0.04180978238582611,22.60610008239746
1,2023,36109,90,41,46,1,5,0.1841036081314087,109.677001953125
1,2023,36109,90,41,42,1,5,211.16204833984375,121930
1,2023,36109,90,32,41,1,5,1583.9991455078125,1797600
1,2023,36109,90,32,30,1,5,6344.23095703125,14601700
1,2023,36109,90,31,41,1,5,1453.72802734375,1830060
1,2023,36109,90,31,30,1,5,57855.578125,130261000
1,2023,36109,90,21,20,1,5,43201.671875,124582000
1,2023,36109,90,11,10,1,5,858.02362060546875,2054210
1,2023,36109,90,32,30,5,4,3.649653196334839,10080.599609375
1,2023,36109,90,31,30,5,4,21.02724838256836,56252.69921875
1,2023,36109,90,21,20,5,4,4.213066577911377,14664.5
1,2023,36109,90,61,47,3,4,30.90450668334961,21481.400390625
1,2023,36109,90,54,47,3,4,2.2988260025158525e-4,0.17065200209617615
1,2023,36109,90,53,47,3,4,1.4060089588165283,1263.0699462890625
1,2023,36109,90,52,47,3,4,21.643991470336914,19138.900390625
1,2023,36109,90,51,47,3,4,4.619036674499512,3260.75
1,2023,36109,90,43,47,3,4,1.0020978450775146,893.9229736328125
1,2023,36109,90,42,48,3,4,5.536159515380859,4006.6298828125
1,2023,36109,90,41,47,3,4,14.631638526916504,10135.2001953125
1,2023,36109,90,62,49,2,4,169.08021545410156,95242
1,2023,36109,90,62,47,2,4,4626.4111328125,2676960
1,2023,36109,90,62,46,2,4,2.7591841220855713,1490.719970703125
1,2023,36109,90,61,49,2,4,41.71674728393555,23920.30078125
1,2023,36109,90,61,47,2,4,859.67047119140625,511647
1,2023,36109,90,61,46,2,4,225.2903594970703,135643
1,2023,36109,90,54,47,2,4,12.10425853729248,9130.8798828125
1,2023,36109,90,54,46,2,4,17.121097564697266,14854
1,2023,36109,90,54,42,2,4,0.7456848621368408,719.23797607421875
1,2023,36109,90,53,47,2,4,22.106521606445313,18551.900390625
1,2023,36109,90,53,46,2,4,24.759122848510742,23942.30078125
1,2023,36109,90,53,42,2,4,12.995367050170898,16976.69921875
1,2023,36109,90,53,41,2,4,25.159151077270508,35221.5
1,2023,36109,90,52,47,2,4,351.49176025390625,286891
1,2023,36109,90,52,46,2,4,399.5128479003906,370645
1,2023,36109,90,52,42,2,4,222.2843475341797,268088
1,2023,36109,90,52,41,2,4,423.25885009765625,543837
1,2023,36109,90,51,47,2,4,21.42308807373047,12858.7001953125
1,2023,36109,90,51,46,2,4,5.6260199546813965,3391.719970703125
1,2023,36109,90,51,42,2,4,0.007648066617548466,6.272640228271484
1,2023,36109,90,43,47,2,4,4.25767707824707,3503.18994140625
1,2023,36109,90,43,46,2,4,76.648773193359375,65278.3984375
1,2023,36109,90,43,42,2,4,1.1944974660873413,1103.75
1,2023,36109,90,43,41,2,4,0.01870974712073803,18.21030044555664
1,2023,36109,90,42,48,2,4,69.393798828125,44049.80078125
1,2023,36109,90,42,46,2,4,3.815617322921753,2426.679931640625
1,2023,36109,90,42,42,2,4,4.466454982757568,3149.909912109375
1,2023,36109,90,41,47,2,4,183.7244110107422,112279
1,2023,36109,90,41,46,2,4,10.402379035949707,6360.7900390625
1,2023,36109,90,41,42,2,4,11.948391914367676,8353.26953125
1,2023,36109,90,32,41,2,4,87.45218658447266,156063
1,2023,36109,90,32,30,2,4,9.042842864990234,25264.5
1,2023,36109,90,31,41,2,4,367.4895935058594,694881
1,2023,36109,90,31,30,2,4,120.84086608886719,349546
1,2023,36109,90,21,20,2,4,51.16267395019531,171780
1,2023,36109,90,61,47,1,4,0.0021266008261591196,1.2647700309753418
1,2023,36109,90,61,46,1,4,0.005013300571590662,3.254159927368164
1,2023,36109,90,54,47,1,4,0.19813492894172668,122.8280029296875
1,2023,36109,90,54,46,1,4,23.711376190185547,19191.400390625
1,2023,36109,90,54,42,1,4,19.005939483642578,19359.30078125
1,2023,36109,90,53,47,1,4,1.4561972618103027,966.4019775390625
1,2023,36109,90,53,46,1,4,2.7333128452301025,2322.080078125
1,2023,36109,90,53,42,1,4,9.667765617370605,10091.2001953125
1,2023,36109,90,53,41,1,4,11.04758358001709,12494.7998046875
1,2023,36109,90,52,47,1,4,22.51966667175293,14635.900390625
1,2023,36109,90,52,46,1,4,42.826114654541016,35232.8984375
1,2023,36109,90,52,42,1,4,154.63441467285156,155047
1,2023,36109,90,52,41,1,4,177.58343505859375,193205
1,2023,36109,90,51,47,1,4,0.0018718456849455833,1.2076900005340576
1,2023,36109,90,51,46,1,4,0.014631086960434914,8.665719985961914
1,2023,36109,90,51,42,1,4,0.0743178203701973,69.15470123291016
1,2023,36109,90,51,41,1,4,0.0022789512295275927,2.2368500232696533
1,2023,36109,90,43,47,1,4,0.005234666634351015,4.524590015411377
1,2023,36109,90,43,46,1,4,0.35364457964897156,295.06500244140625
1,2023,36109,90,43,42,1,4,0.8014993071556091,662.0419921875
1,2023,36109,90,43,41,1,4,8.911899640224874e-4,1.0615700483322144
1,2023,36109,90,42,47,1,4,0.002066635061055422,1.436400055885315
1,2023,36109,90,42,46,1,4,0.010423741303384304,7.646550178527832
1,2023,36109,90,42,42,1,4,14.958473205566406,9026.169921875
1,2023,36109,90,41,47,1,4,0.006101424805819988,4.020309925079346
1,2023,36109,90,41,46,1,4,0.02816140651702881,19.505199432373047
1,2023,36109,90,41,42,1,4,36.67179870605469,21684.19921875
1,2023,36109,90,32,41,1,4,233.00985717773438,345581
1,2023,36109,90,32,30,1,4,998.93756103515625,2807100
1,2023,36109,90,31,41,1,4,191.58169555664063,313200
1,2023,36109,90,31,30,1,4,8534.390625,22293200
1,2023,36109,90,21,20,1,4,6488.423828125,22752700
1,2023,36109,90,11,10,1,4,127.17034149169922,288291
1,2023,36109,90,32,30,5,3,23.490251541137695,63028.19921875
1,2023,36109,90,31,30,5,3,187.74124145507813,504891
1,2023,36109,90,21,20,5,3,25.216251373291016,87187.5
1,2023,36109,90,61,47,3,3,317.4028015136719,217009
1,2023,36109,90,54,47,3,3,0.0026352182030677795,1.8062399625778198
1,2023,36109,90,53,47,3,3,14.142763137817383,12216.7001953125
1,2023,36109,90,52,47,3,3,219.77549743652344,179811
1,2023,36109,90,51,47,3,3,41.066383361816406,28338.69921875
1,2023,36109,90,43,47,3,3,11.52708911895752,9657.8896484375
1,2023,36109,90,42,48,3,3,38.90596389770508,27116.80078125
1,2023,36109,90,41,47,3,3,124.40904998779297,84744.1015625
1,2023,36109,90,62,49,2,3,1211.3077392578125,673634
1,2023,36109,90,62,47,2,3,33085.65234375,18933800
1,2023,36109,90,62,46,2,3,19.476076126098633,10543.7001953125
1,2023,36109,90,61,49,2,3,426.4886169433594,241648
1,2023,36109,90,61,47,2,3,8776.5576171875,5168750
1,2023,36109,90,61,46,2,3,2266.41796875,1370290
1,2023,36109,90,54,47,2,3,136.97540283203125,96644.296875
1,2023,36109,90,54,46,2,3,188.5955352783203,157219
1,2023,36109,90,54,42,2,3,7.9723005294799805,7612.66015625
1,2023,36109,90,53,47,2,3,222.1443634033203,179437
1,2023,36109,90,53,46,2,3,244.59625244140625,231574
1,2023,36109,90,53,42,2,3,125.948974609375,164202
1,2023,36109,90,53,41,2,3,242.43792724609375,340669
1,2023,36109,90,52,47,2,3,3574.056884765625,2695350
1,2023,36109,90,52,46,2,3,3893.760009765625,3482230
1,2023,36109,90,52,42,2,3,2065.268310546875,2518700
1,2023,36109,90,52,41,2,3,3867.304443359375,5109370
1,2023,36109,90,51,47,2,3,187.51968383789063,111753
1,2023,36109,90,51,46,2,3,48.05702209472656,29476.900390625
1,2023,36109,90,51,42,2,3,0.069703109562397,54.51449966430664
1,2023,36109,90,43,47,2,3,48.397193908691406,37848.30078125
1,2023,36109,90,43,46,2,3,857.2586669921875,705264
1,2023,36109,90,43,42,2,3,13.094905853271484,11924.900390625
1,2023,36109,90,43,41,2,3,0.20688177645206451,196.7429962158203
1,2023,36109,90,42,48,2,3,479.44805908203125,298128
1,2023,36109,90,42,46,2,3,25.96604347229004,16423.69921875
1,2023,36109,90,42,42,2,3,30.58880615234375,21318.599609375
1,2023,36109,90,41,47,2,3,1535.828125,938802
1,2023,36109,90,41,46,2,3,85.43518829345703,53184.80078125
1,2023,36109,90,41,42,2,3,100.76160430908203,69844.703125
1,2023,36109,90,32,41,2,3,569.84527587890625,975771
1,2023,36109,90,32,30,2,3,58.183292388916016,157964
1,2023,36109,90,31,41,2,3,3370.10693359375,6236850
1,2023,36109,90,31,30,2,3,1079.33349609375,3137320
1,2023,36109,90,21,20,2,3,306.1548156738281,1021320
1,2023,36109,90,61,47,1,3,0.021831493824720383,12.776900291442871
1,2023,36109,90,61,46,1,3,0.05090627446770668,32.87419891357422
1,2023,36109,90,54,47,1,3,2.250720977783203,1300.050048828125
1,2023,36109,90,54,46,1,3,262.4955749511719,203128
1,2023,36109,90,54,42,1,3,201.82986450195313,204906
1,2023,36109,90,53,47,1,3,14.610804557800293,9347.2197265625
1,2023,36109,90,53,46,1,3,27.191923141479492,22459.599609375
1,2023,36109,90,53,42,1,3,94.94140625,97604.3984375
1,2023,36109,90,53,41,1,3,108.05317687988281,120852
1,2023,36109,90,52,47,1,3,228.8541259765625,137505
1,2023,36109,90,52,46,1,3,424.20794677734375,331014
1,2023,36109,90,52,42,1,3,1478.25439453125,1456680
1,2023,36109,90,52,41,1,3,1677.905029296875,1815170
1,2023,36109,90,51,47,1,3,0.0166790708899498,10.49590015411377
1,2023,36109,90,51,46,1,3,0.1261429786682129,75.3124008178711
1,2023,36109,90,51,42,1,3,0.6762921810150146,601.01397705078125
1,2023,36109,90,51,41,1,3,0.020811745896935463,19.440099716186523
1,2023,36109,90,43,47,1,3,0.060245830565690994,48.883399963378906
1,2023,36109,90,43,46,1,3,3.9932327270507813,3187.8701171875
1,2023,36109,90,43,42,1,3,8.863871574401855,7152.66015625
1,2023,36109,90,43,41,1,3,0.009879485704004765,11.469200134277344
1,2023,36109,90,42,47,1,3,0.014497596770524979,9.721540451049805
1,2023,36109,90,42,46,1,3,0.07174821943044662,51.75170135498047
1,2023,36109,90,42,42,1,3,100.47787475585938,61089
1,2023,36109,90,41,47,1,3,0.05183585360646248,33.61520004272461
1,2023,36109,90,41,46,1,3,0.2364622950553894,163.08999633789063
1,2023,36109,90,41,42,1,3,298.5797424316406,181309
1,2023,36109,90,32,41,1,3,1528.7293701171875,2160710
1,2023,36109,90,32,30,1,3,6430.37646484375,17551200
1,2023,36109,90,31,41,1,3,1776.8375244140625,2811100
1,2023,36109,90,31,30,1,3,76213.578125,200090000
1,2023,36109,90,21,20,1,3,38841.58984375,135276000
1,2023,36109,90,11,10,1,3,1243.4952392578125,2929590
1,2023,36109,90,32,30,5,2,0,0
1,2023,36109,90,31,30,5,2,0,0
1,2023,36109,90,21,20,5,2,0,0
1,2023,36109,90,61,47,3,2,0,0
1,2023,36109,90,54,47,3,2,0,0
1,2023,36109,90,53,47,3,2,0,0
1,2023,36109,90,52,47,3,2,0,0
1,2023,36109,90,51,47,3,2,0,0
1,2023,36109,90,43,47,3,2,0,0
1,2023,36109,90,42,48,3,2,0,0
1,2023,36109,90,41,47,3,2,0,0
1,2023,36109,90,62,49,2,2,0,0
1,2023,36109,90,62,47,2,2,0,0
1,2023,36109,90,62,46,2,2,0,0
1,2023,36109,90,61,49,2,2,0,0
1,2023,36109,90,61,47,2,2,0,0
1,2023,36109,90,61,46,2,2,0,0
1,2023,36109,90,54,47,2,2,0,0
1,2023,36109,90,54,46,2,2,0,0
1,2023,36109,90,54,42,2,2,0,0
1,2023,36109,90,53,47,2,2,0,0
1,2023,36109,90,53,46,2,2,0,0
1,2023,36109,90,53,42,2,2,0,0
1,2023,36109,90,53,41,2,2,0,0
1,2023,36109,90,52,47,2,2,0,0
1,2023,36109,90,52,46,2,2,0,0
1,2023,36109,90,52,42,2,2,0,0
1,2023,36109,90,52,41,2,2,0,0
1,2023,36109,90,51,47,2,2,0,0
1,2023,36109,90,51,46,2,2,0,0
1,2023,36109,90,51,42,2,2,0,0
1,2023,36109,90,43,47,2,2,0,0
1,2023,36109,90,43,46,2,2,0,0
1,2023,36109,90,43,42,2,2,0,0
1,2023,36109,90,43,41,2,2,0,0
1,2023,36109,90,42,48,2,2,0,0
1,2023,36109,90,42,46,2,2,0,0
1,2023,36109,90,42,42,2,2,0,0
1,2023,36109,90,41,47,2,2,0,0
1,2023,36109,90,41,46,2,2,0,0
1,2023,36109,90,41,42,2,2,0,0
1,2023,36109,90,32,41,2,2,0,0
1,2023,36109,90,32,30,2,2,0,0
1,2023,36109,90,31,41,2,2,0,0
1,2023,36109,90,31,30,2,2,0,0
1,2023,36109,90,21,20,2,2,0,0
1,2023,36109,90,61,47,1,2,0,0
1,2023,36109,90,61,46,1,2,0,0
1,2023,36109,90,54,47,1,2,0,0
1,2023,36109,90,54,46,1,2,0,0
1,2023,36109,90,54,42,1,2,0,0
1,2023,36109,90,53,47,1,2,0,0
1,2023,36109,90,53,46,1,2,0,0
1,2023,36109,90,53,42,1,2,0,0
1,2023,36109,90,53,41,1,2,0,0
1,2023,36109,90,52,47,1,2,0,0
1,2023,36109,90,52,46,1,2,0,0
1,2023,36109,90,52,42,1,2,0,0
1,2023,36109,90,52,41,1,2,0,0
1,2023,36109,90,51,47,1,2,0,0
1,2023,36109,90,51,46,1,2,0,0
1,2023,36109,90,51,42,1,2,0,0
1,2023,36109,90,51,41,1,2,0,0
1,2023,36109,90,43,47,1,2,0,0
1,2023,36109,90,43,46,1,2,0,0
1,2023,36109,90,43,42,1,2,0,0
1,2023,36109,90,43,41,1,2,0,0
1,2023,36109,90,42,47,1,2,0,0
1,2023,36109,90,42,46,1,2,0,0
1,2023,36109,90,42,42,1,2,0,0
1,2023,36109,90,41,47,1,2,0,0
1,2023,36109,90,41,46,1,2,0,0
1,2023,36109,90,41,42,1,2,0,0
1,2023,36109,90,32,41,1,2,0,0
